Sujeto;Canal;Coeficiente;Mediana;RMS;Curtosis;Norma;Entropia;Condicion
Subject16;EEG T3;cD4;0.019064;0.079841;5.289622;0.564564;3.253098;0
Subject16;EEG T3;cD3;0.361363;1.968018;22.449943;13.915990;3.030194;0
Subject16;EEG T3;cD2;16.179702;98.177599;35.712541;694.220460;3.018759;0
Subject16;EEG T3;cD1;2472.991875;25892.118645;43.394810;183084.926729;2.101286;0
Subject16;EEG T4;cA8;0.000023;0.000178;34.536231;0.001262;2.480000;0
Subject16;EEG T4;cD8;0.000000;0.000094;9.810679;0.000662;2.424771;0
Subject16;EEG T4;cD7;0.000000;0.000336;12.104980;0.002376;1.907114;0
Subject16;EEG T4;cD6;0.000571;0.002629;0.834202;0.018590;2.968026;0
Subject16;EEG T4;cD5;0.007184;0.013197;1.384832;0.093320;3.430390;0
Subject16;EEG T4;cD4;0.055120;0.110721;3.408638;0.782916;3.292169;0
Subject16;EEG T4;cD3;0.241980;1.158983;8.409839;8.195247;3.069005;0
Subject16;EEG T4;cD2;8.081443;54.464371;36.289938;385.121257;2.896575;0
Subject16;EEG T4;cD1;1287.817958;13992.839935;43.827762;98944.320063;2.018893;0
Subject16;EEG C3;cA8;0.000000;0.000083;36.771273;0.000589;2.248279;0
Subject16;EEG C3;cD8;0.000018;0.000090;4.361603;0.000640;2.885121;0
Subject16;EEG C3;cD7;0.000000;0.000298;7.857437;0.002105;2.293988;0
Subject16;EEG C3;cD6;0.000000;0.002220;2.562285;0.015699;2.896329;0
Subject16;EEG C3;cD5;0.003707;0.006781;1.685508;0.047947;3.409044;0
Subject16;EEG C3;cD4;0.027599;0.063867;12.436986;0.451608;3.155259;0
Subject16;EEG C3;cD3;0.538951;1.963374;15.272245;13.883152;2.968642;0
Subject16;EEG C3;cD2;53.150050;149.719078;36.674406;1058.673756;3.135432;0
Subject16;EEG C3;cD1;4315.990591;42834.983550;43.147753;302889.073402;2.199675;0
Subject16;EEG C4;cA8;0.000004;0.000080;39.066323;0.000566;2.169686;0
Subject16;EEG C4;cD8;0.000019;0.000095;5.972584;0.000668;2.949365;0
Subject16;EEG C4;cD7;0.000000;0.000287;9.674631;0.002032;2.132898;0
Subject16;EEG C4;cD6;0.000490;0.002249;2.328312;0.015905;2.953481;0
Subject16;EEG C4;cD5;0.004571;0.008016;1.630478;0.056683;3.485946;0
Subject16;EEG C4;cD4;0.035971;0.077775;9.488614;0.549953;3.246364;0
Subject16;EEG C4;cD3;0.372449;2.211608;24.634504;15.638432;2.906662;0
Subject16;EEG C4;cD2;47.986552;132.594058;35.760661;937.581575;3.138266;0
Subject16;EEG C4;cD1;3833.994372;37561.406296;42.916649;265599.251031;2.263956;0
Subject16;EEG T5;cA8;0.000017;0.000152;36.456904;0.001074;2.223735;0
Subject16;EEG T5;cD8;0.000041;0.000170;1.651150;0.001200;3.237196;0
Subject16;EEG T5;cD7;0.000000;0.000261;10.456118;0.001848;2.102469;0
Subject16;EEG T5;cD6;0.000000;0.002200;3.290203;0.015556;2.605186;0
Subject16;EEG T5;cD5;0.004251;0.008072;3.252022;0.057076;3.368248;0
Subject16;EEG T5;cD4;0.050152;0.102964;12.660493;0.728064;3.359856;0
Subject16;EEG T5;cD3;0.445468;2.349606;22.779009;16.614226;3.062031;0
Subject16;EEG T5;cD2;27.382044;111.008965;35.335684;784.951922;3.013817;0
Subject16;EEG T5;cD1;3086.633930;32346.392012;43.215306;228723.531384;2.053568;0
Subject16;EEG T6;cA8;0.000000;0.000175;36.539269;0.001235;2.236878;0
Subject16;EEG T6;cD8;0.000027;0.000136;4.634749;0.000962;2.897395;0
Subject16;EEG T6;cD7;0.000243;0.001004;1.638178;0.007100;3.202273;0
Subject16;EEG T6;cD6;0.001104;0.004305;1.992059;0.030444;3.283341;0
Subject16;EEG T6;cD5;0.003819;0.010578;4.840101;0.074796;3.262575;0
Subject16;EEG T6;cD4;0.055480;0.104605;3.626485;0.739670;3.408329;0
Subject16;EEG T6;cD3;0.233741;1.016170;5.436779;7.185409;3.207797;0
Subject16;EEG T6;cD2;7.538827;50.267643;34.452809;355.445913;2.820327;0
Subject16;EEG T6;cD1;1139.168778;12255.465524;43.235389;86659.227784;1.996223;0
Subject16;EEG P3;cA8;0.000000;0.000080;38.261224;0.000567;2.031339;0
Subject16;EEG P3;cD8;0.000023;0.000101;3.876132;0.000713;3.174255;0
Subject16;EEG P3;cD7;0.000000;0.000272;4.808026;0.001923;2.333630;0
Subject16;EEG P3;cD6;0.000481;0.002020;0.899804;0.014283;3.136076;0
Subject16;EEG P3;cD5;0.002140;0.004632;5.024570;0.032753;3.180734;0
Subject16;EEG P3;cD4;0.030862;0.070546;7.802674;0.498838;3.172024;0
Subject16;EEG P3;cD3;0.372984;1.950248;12.301823;13.790334;3.025563;0
Subject16;EEG P3;cD2;55.235980;155.005585;37.445501;1096.054999;3.179142;0
Subject16;EEG P3;cD1;4652.838727;47417.882787;43.389401;335295.064679;2.149518;0
Subject16;EEG P4;cA8;0.000012;0.000112;40.773090;0.000790;2.195304;0
Subject16;EEG P4;cD8;0.000014;0.000075;7.950921;0.000532;2.797898;0
Subject16;EEG P4;cD7;0.000000;0.000148;21.007228;0.001047;1.660759;0
Subject16;EEG P4;cD6;0.000000;0.001472;2.673942;0.010410;2.763378;0
Subject16;EEG P4;cD5;0.002175;0.004481;5.434366;0.031688;3.274773;0
Subject16;EEG P4;cD4;0.037230;0.084366;16.391686;0.596556;3.242299;0
Subject16;EEG P4;cD3;0.458123;2.318842;14.380909;16.396690;3.102397;0
Subject16;EEG P4;cD2;56.999353;158.832970;34.143682;1123.118704;3.101746;0
Subject16;EEG P4;cD1;4368.302900;45097.306402;43.521099;318886.111698;2.138412;0
Subject16;EEG O1;cA8;0.000012;0.000105;37.421016;0.000742;2.211943;0
Subject16;EEG O1;cD8;0.000018;0.000077;2.306900;0.000543;3.099086;0
Subject16;EEG O1;cD7;0.000000;0.000182;7.471793;0.001289;2.105132;0
Subject16;EEG O1;cD6;0.000377;0.001620;0.703890;0.011455;3.036335;0
Subject16;EEG O1;cD5;0.000484;0.002161;5.446002;0.015283;3.153117;0
Subject16;EEG O1;cD4;0.008955;0.047335;14.918681;0.334708;3.001540;0
Subject16;EEG O1;cD3;0.805019;1.740593;10.822504;12.307850;3.319992;0
Subject16;EEG O1;cD2;61.500576;153.689926;26.547991;1086.751889;3.235234;0
Subject16;EEG O1;cD1;5077.683750;51747.551765;43.389214;365910.447632;2.146348;0
Subject16;EEG O2;cA8;0.000014;0.000107;34.819474;0.000753;2.483532;0
Subject16;EEG O2;cD8;0.000013;0.000064;6.512133;0.000450;2.939631;0
Subject16;EEG O2;cD7;0.000000;0.000102;23.887062;0.000718;1.665446;0
Subject16;EEG O2;cD6;0.000000;0.001089;1.883890;0.007704;2.741939;0
Subject16;EEG O2;cD5;0.000492;0.002359;13.385527;0.016680;3.112836;0
Subject16;EEG O2;cD4;0.009346;0.050033;13.679589;0.353783;2.965206;0
Subject16;EEG O2;cD3;0.824620;1.771495;6.970324;12.526360;3.283637;0
Subject16;EEG O2;cD2;34.989081;132.240417;35.453915;935.080959;3.122014;0
Subject16;EEG O2;cD1;4629.926355;46608.436337;43.095860;329571.413946;2.188961;0
Subject16;EEG Fz;cA8;0.000012;0.000095;35.615359;0.000673;2.402085;0
Subject16;EEG Fz;cD8;0.000020;0.000098;6.004261;0.000690;2.990226;0
Subject16;EEG Fz;cD7;0.000000;0.000311;7.407070;0.002201;2.477310;0
Subject16;EEG Fz;cD6;0.000493;0.002142;0.447570;0.015145;3.014501;0
Subject16;EEG Fz;cD5;0.005838;0.009812;-0.574397;0.069384;3.530939;0
Subject16;EEG Fz;cD4;0.027610;0.078570;9.337858;0.555574;3.210656;0
Subject16;EEG Fz;cD3;0.409038;2.279630;17.313723;16.119420;2.985586;0
Subject16;EEG Fz;cD2;56.472141;158.575141;37.322685;1121.295573;3.157773;0
Subject16;EEG Fz;cD1;5091.480074;49995.119643;42.467793;353518.881261;2.153197;0
Subject16;EEG Cz;cA8;0.000012;0.000093;37.420763;0.000658;2.511957;0
Subject16;EEG Cz;cD8;0.000021;0.000089;3.460773;0.000632;3.161738;0
Subject16;EEG Cz;cD7;0.000000;0.000315;6.137590;0.002224;2.577159;0
Subject16;EEG Cz;cD6;0.000473;0.002021;1.697163;0.014288;3.100541;0
Subject16;EEG Cz;cD5;0.004250;0.007144;0.577798;0.050514;3.552432;0
Subject16;EEG Cz;cD4;0.031503;0.066567;10.649553;0.470701;3.269609;0
Subject16;EEG Cz;cD3;0.305730;1.780075;16.963906;12.587033;2.885216;0
Subject16;EEG Cz;cD2;46.995841;132.216265;36.932145;934.910177;3.140749;0
Subject16;EEG Cz;cD1;4147.644349;40608.806145;43.039804;287147.622009;2.252549;0
Subject16;EEG Pz;cA8;0.000011;0.000097;37.932562;0.000685;2.324360;0
Subject16;EEG Pz;cD8;0.000013;0.000062;6.520812;0.000437;2.963242;0
Subject16;EEG Pz;cD7;0.000000;0.000237;26.759352;0.001675;1.987011;0
Subject16;EEG Pz;cD6;0.000346;0.001560;4.687414;0.011032;3.038318;0
Subject16;EEG Pz;cD5;0.001682;0.004489;4.544963;0.031742;3.323056;0
Subject16;EEG Pz;cD4;0.034491;0.080261;15.461180;0.567528;3.281501;0
Subject16;EEG Pz;cD3;0.360907;1.877409;12.384315;13.275283;3.078428;0
Subject16;EEG Pz;cD2;37.824004;140.803774;33.786456;995.633034;3.082126;0
Subject16;EEG Pz;cD1;4532.512919;45038.675685;42.909162;318471.529924;2.216973;0
Subject16;EEG A2-A1;cA8;0.000030;0.000235;37.209713;0.001664;2.468819;0
Subject16;EEG A2-A1;cD8;0.000057;0.000262;2.248689;0.001852;3.004994;0
Subject16;EEG A2-A1;cD7;0.000000;0.000256;32.192571;0.001814;1.816409;0
Subject16;EEG A2-A1;cD6;0.000000;0.003154;10.374812;0.022301;2.282487;0
Subject16;EEG A2-A1;cD5;0.016886;0.030791;0.585115;0.217726;3.404079;0
Subject16;EEG A2-A1;cD4;0.121038;0.235481;6.636302;1.665103;3.332148;0
Subject16;EEG A2-A1;cD3;0.520830;2.652658;10.054490;18.757127;3.062994;0
Subject16;EEG A2-A1;cD2;28.537949;179.358228;37.439968;1268.254191;2.988702;0
Subject16;EEG A2-A1;cD1;4562.187918;47178.405622;43.188176;333601.705412;2.081160;0
Subject17;EEG Fp1;cA8;0.000004;0.000063;35.895833;0.000444;2.208073;0
Subject17;EEG Fp1;cD8;0.000036;0.000179;6.096393;0.001263;2.961155;0
Subject17;EEG Fp1;cD7;0.000896;0.001541;-0.286729;0.010895;3.467245;0
Subject17;EEG Fp1;cD6;0.004166;0.007258;0.386154;0.051325;3.485909;0
Subject17;EEG Fp1;cD5;0.010705;0.017703;0.917108;0.125182;3.572713;0
Subject17;EEG Fp1;cD4;0.035784;0.140152;0.587481;0.991023;3.220485;0
Subject17;EEG Fp1;cD3;0.195739;1.337632;24.090782;9.458488;2.724244;0
Subject17;EEG Fp1;cD2;40.470018;126.529496;38.427752;894.698646;3.017234;0
Subject17;EEG Fp1;cD1;3236.633595;34238.015244;43.981998;242099.327531;2.124786;0
Subject17;EEG Fp2;cA8;0.000000;0.000025;36.202740;0.000179;2.188900;0
Subject17;EEG Fp2;cD8;0.000022;0.000095;1.663302;0.000672;3.100835;0
Subject17;EEG Fp2;cD7;0.000212;0.000882;0.487181;0.006237;3.132621;0
Subject17;EEG Fp2;cD6;0.001749;0.006806;3.312585;0.048122;3.317921;0
Subject17;EEG Fp2;cD5;0.009582;0.016555;1.352703;0.117059;3.504853;0
Subject17;EEG Fp2;cD4;0.072867;0.080484;-0.830957;0.569109;3.493259;0
Subject17;EEG Fp2;cD3;0.120035;0.553985;6.032037;3.917263;3.132230;0
Subject17;EEG Fp2;cD2;4.186865;29.894332;40.334973;211.384848;2.836887;0
Subject17;EEG Fp2;cD1;707.489890;7594.237481;43.677982;53699.368208;2.025968;0
Subject17;EEG F3;cA8;0.000006;0.000110;34.232422;0.000780;2.234310;0
Subject17;EEG F3;cD8;0.000030;0.000140;2.171439;0.000992;2.975551;0
Subject17;EEG F3;cD7;0.000547;0.000903;-0.724497;0.006385;3.549836;0
Subject17;EEG F3;cD6;0.002312;0.004378;-0.101336;0.030954;3.291936;0
Subject17;EEG F3;cD5;0.008052;0.013652;0.756099;0.096538;3.526898;0
Subject17;EEG F3;cD4;0.044595;0.113677;-0.353048;0.803815;3.272138;0
Subject17;EEG F3;cD3;0.195420;1.391464;30.977345;9.839137;2.645473;0
Subject17;EEG F3;cD2;45.252807;136.322909;37.093990;963.948532;3.062281;0
Subject17;EEG F3;cD1;3742.743405;38602.910219;43.707736;272963.795893;2.161864;0
Subject17;EEG F4;cA8;0.000012;0.000094;36.228697;0.000663;2.499663;0
Subject17;EEG F4;cD8;0.000022;0.000097;1.997916;0.000688;3.075835;0
Subject17;EEG F4;cD7;0.000235;0.000590;0.888838;0.004171;3.368483;0
Subject17;EEG F4;cD6;0.000849;0.003298;1.439919;0.023324;3.310904;0
Subject17;EEG F4;cD5;0.005720;0.009580;1.374950;0.067742;3.563978;0
Subject17;EEG F4;cD4;0.049526;0.102520;3.656616;0.724925;3.260760;0
Subject17;EEG F4;cD3;0.203675;1.441641;28.973169;10.193940;2.636264;0
Subject17;EEG F4;cD2;45.163015;132.636324;37.640112;937.880438;3.103811;0
Subject17;EEG F4;cD1;3695.777751;38147.158418;43.558477;269741.144004;2.117456;0
Subject17;EEG F7;cA8;0.000006;0.000052;30.193156;0.000364;2.265661;0
Subject17;EEG F7;cD8;0.000014;0.000148;9.171467;0.001045;2.771528;0
Subject17;EEG F7;cD7;0.000920;0.001527;0.007015;0.010798;3.558935;0
Subject17;EEG F7;cD6;0.005355;0.007097;1.749104;0.050185;3.579456;0
Subject17;EEG F7;cD5;0.012403;0.020550;0.502211;0.145309;3.567149;0
Subject17;EEG F7;cD4;0.087021;0.145744;-0.377591;1.030565;3.526658;0
Subject17;EEG F7;cD3;0.177376;1.175777;20.853505;8.314001;2.732733;0
Subject17;EEG F7;cD2;23.755010;105.501250;38.388234;746.006490;2.886039;0
Subject17;EEG F7;cD1;2754.071365;29169.763467;43.733300;206261.375534;2.071729;0
Subject17;EEG F8;cA8;0.000002;0.000028;32.255171;0.000198;2.323806;0
Subject17;EEG F8;cD8;0.000028;0.000132;3.519517;0.000935;3.016664;0
Subject17;EEG F8;cD7;0.000191;0.000863;0.773257;0.006100;2.967235;0
Subject17;EEG F8;cD6;0.001435;0.005383;0.829621;0.038061;3.382811;0
Subject17;EEG F8;cD5;0.009657;0.016431;0.976848;0.116186;3.554703;0
Subject17;EEG F8;cD4;0.077705;0.142117;0.911253;1.004920;3.405298;0
Subject17;EEG F8;cD3;0.200609;1.176258;15.381350;8.317399;2.908123;0
Subject17;EEG F8;cD2;31.005910;95.893015;36.336298;678.066015;3.006636;0
Subject17;EEG F8;cD1;2341.015077;24794.875306;43.733359;175326.244673;2.091125;0
Subject17;EEG T3;cA8;0.000000;0.000095;33.918663;0.000674;2.041304;0
Subject17;EEG T3;cD8;0.000028;0.000133;5.763332;0.000944;3.009823;0
Subject17;EEG T3;cD7;0.000198;0.000771;-0.017834;0.005450;3.238127;0
Subject17;EEG T3;cD6;0.002502;0.004969;4.148885;0.035139;3.288817;0
Subject17;EEG T3;cD5;0.011941;0.019711;-0.364127;0.139378;3.547164;0
Subject17;EEG T3;cD4;0.088627;0.160632;3.280352;1.135841;3.483942;0
Subject17;EEG T3;cD3;0.315922;1.783211;13.238091;12.609203;2.897772;0
Subject17;EEG T3;cD2;20.390900;128.737491;36.558046;910.311525;2.945528;0
Subject17;EEG T3;cD1;3484.287955;36024.908978;43.225332;254734.574302;2.103850;0
Subject17;EEG T4;cA8;0.000008;0.000119;30.060543;0.000844;2.352348;0
Subject17;EEG T4;cD8;0.000025;0.000121;5.302279;0.000852;2.974965;0
Subject17;EEG T4;cD7;0.000147;0.000558;-0.902084;0.003948;3.264865;0
Subject17;EEG T4;cD6;0.002032;0.003765;0.792263;0.026624;3.368692;0
Subject17;EEG T4;cD5;0.007518;0.012924;0.805671;0.091386;3.500486;0
Subject17;EEG T4;cD4;0.071408;0.139108;3.914766;0.983645;3.355116;0
Subject17;EEG T4;cD3;0.289685;1.753972;17.120844;12.402456;2.879877;0
Subject17;EEG T4;cD2;25.203327;154.420518;38.134988;1091.917955;3.058721;0
Subject17;EEG T4;cD1;3840.881712;39637.452656;43.595683;280279.115622;2.162400;0
Subject17;EEG C3;cA8;0.000014;0.000118;36.747096;0.000836;2.373058;0
Subject17;EEG C3;cD8;0.000022;0.000092;3.033568;0.000651;3.218381;0
Subject17;EEG C3;cD7;0.000225;0.000415;0.027366;0.002931;3.350161;0
Subject17;EEG C3;cD6;0.000888;0.002306;1.862147;0.016303;3.286373;0
Subject17;EEG C3;cD5;0.006444;0.011153;3.472576;0.078860;3.538226;0
Subject17;EEG C3;cD4;0.051716;0.094585;1.219596;0.668814;3.410567;0
Subject17;EEG C3;cD3;0.221089;1.415312;20.069623;10.007768;2.813118;0
Subject17;EEG C3;cD2;43.459621;125.469663;36.487986;887.204497;3.111802;0
Subject17;EEG C3;cD1;3595.968412;37082.089360;43.745394;262209.968467;2.169091;0
Subject17;EEG C4;cA8;0.000012;0.000104;35.730175;0.000735;2.226206;0
Subject17;EEG C4;cD8;0.000018;0.000077;3.164596;0.000545;3.192106;0
Subject17;EEG C4;cD7;0.000086;0.000334;-0.727637;0.002360;3.203520;0
Subject17;EEG C4;cD6;0.000552;0.002319;8.031664;0.016397;3.252394;0
Subject17;EEG C4;cD5;0.006466;0.010193;-1.133198;0.072077;3.611331;0
Subject17;EEG C4;cD4;0.051329;0.097593;1.542050;0.690088;3.343731;0
Subject17;EEG C4;cD3;0.208153;1.359544;21.917538;9.613427;2.788871;0
Subject17;EEG C4;cD2;42.334611;129.829974;37.921554;918.036552;3.003116;0
Subject17;EEG C4;cD1;3518.075868;36258.376098;43.857839;256385.436137;2.181259;0
Subject17;EEG T5;cA8;0.000016;0.000127;34.489363;0.000900;2.417231;0
Subject17;EEG T5;cD8;0.000036;0.000164;2.723759;0.001156;3.036808;0
Subject17;EEG T5;cD7;0.000470;0.000871;0.651520;0.006156;3.371878;0
Subject17;EEG T5;cD6;0.001324;0.005423;0.586187;0.038343;3.163942;0
Subject17;EEG T5;cD5;0.011302;0.019362;0.580493;0.136907;3.501822;0
Subject17;EEG T5;cD4;0.086123;0.161237;5.071523;1.140120;3.420429;0
Subject17;EEG T5;cD3;0.376115;2.062124;11.196617;14.581420;2.937428;0
Subject17;EEG T5;cD2;23.842209;149.845957;37.439719;1059.570923;3.007699;0
Subject17;EEG T5;cD1;3641.090769;38550.881402;43.804122;272595.896599;2.094644;0
Subject17;EEG T6;cA8;0.000015;0.000120;34.483311;0.000848;2.364037;0
Subject17;EEG T6;cD8;0.000029;0.000132;2.759759;0.000933;3.038628;0
Subject17;EEG T6;cD7;0.000149;0.000589;1.308225;0.004165;3.245922;0
Subject17;EEG T6;cD6;0.000126;0.000734;7.674833;0.005190;2.660308;0
Subject17;EEG T6;cD5;0.002109;0.004544;14.974089;0.032133;3.317090;0
Subject17;EEG T6;cD4;0.022090;0.106079;23.658770;0.750092;3.207378;0
Subject17;EEG T6;cD3;0.271349;1.728560;27.884473;12.222765;2.810831;0
Subject17;EEG T6;cD2;18.928429;117.019950;36.392675;827.455999;2.984832;0
Subject17;EEG T6;cD1;2926.177266;30265.784026;43.152457;214011.411227;2.120837;0
Subject17;EEG P3;cA8;0.000011;0.000097;37.572134;0.000689;2.336482;0
Subject17;EEG P3;cD8;0.000000;0.000069;7.370863;0.000487;2.805398;0
Subject17;EEG P3;cD7;0.000227;0.000415;0.348506;0.002934;3.379105;0
Subject17;EEG P3;cD6;0.001599;0.002794;-0.951974;0.019757;3.442247;0
Subject17;EEG P3;cD5;0.003860;0.006669;1.959313;0.047155;3.513252;0
Subject17;EEG P3;cD4;0.042325;0.088933;9.802934;0.628848;3.317416;0
Subject17;EEG P3;cD3;0.292984;1.818860;25.752018;12.861282;2.854127;0
Subject17;EEG P3;cD2;42.022596;123.556438;37.426457;873.675950;3.129150;0
Subject17;EEG P3;cD1;3382.639820;34882.217447;43.745390;246654.524994;2.170513;0
Subject17;EEG P4;cA8;0.000000;0.000061;34.198306;0.000434;2.367468;0
Subject17;EEG P4;cD8;0.000010;0.000056;5.221953;0.000394;2.756472;0
Subject17;EEG P4;cD7;0.000077;0.000340;1.716920;0.002407;3.041791;0
Subject17;EEG P4;cD6;0.001412;0.002432;0.803609;0.017198;3.496692;0
Subject17;EEG P4;cD5;0.002805;0.005385;3.619900;0.038078;3.357023;0
Subject17;EEG P4;cD4;0.014959;0.073070;14.897602;0.516681;3.105977;0
Subject17;EEG P4;cD3;0.256916;1.574957;26.972336;11.136631;2.905720;0
Subject17;EEG P4;cD2;39.983903;122.751235;37.719473;867.982303;3.049172;0
Subject17;EEG P4;cD1;3410.052308;35197.951380;43.558595;248887.101048;2.130161;0
Subject17;EEG O1;cA8;0.000006;0.000058;38.741980;0.000410;2.199169;0
Subject17;EEG O1;cD8;0.000018;0.000072;0.558963;0.000506;3.278798;0
Subject17;EEG O1;cD7;0.000089;0.000342;-0.042716;0.002418;3.271518;0
Subject17;EEG O1;cD6;0.000483;0.001893;1.141036;0.013385;3.297996;0
Subject17;EEG O1;cD5;0.001577;0.002771;0.228377;0.019592;3.437779;0
Subject17;EEG O1;cD4;0.021874;0.057104;24.486722;0.403786;3.129230;0
Subject17;EEG O1;cD3;0.260178;1.266616;12.836429;8.956330;3.080130;0
Subject17;EEG O1;cD2;35.073671;107.505234;38.029810;760.176802;3.042706;0
Subject17;EEG O1;cD1;3051.780694;31470.355531;43.745257;222529.018024;2.168017;0
Subject17;EEG O2;cA8;0.000003;0.000046;36.707520;0.000324;2.128169;0
Subject17;EEG O2;cD8;0.000015;0.000058;1.327293;0.000413;3.195287;0
Subject17;EEG O2;cD7;0.000172;0.000335;0.991932;0.002372;3.273252;0
Subject17;EEG O2;cD6;0.000483;0.001965;1.584899;0.013898;3.192886;0
Subject17;EEG O2;cD5;0.001785;0.003422;5.075232;0.024197;3.337954;0
Subject17;EEG O2;cD4;0.009825;0.049808;11.717543;0.352195;3.023849;0
Subject17;EEG O2;cD3;0.266090;1.404491;15.490530;9.931252;3.061918;0
Subject17;EEG O2;cD2;17.637959;104.675011;35.613257;740.164101;3.026541;0
Subject17;EEG O2;cD1;2985.513611;30030.764825;43.251995;212349.574519;2.203764;0
Subject17;EEG Fz;cA8;0.000000;0.000085;35.728564;0.000603;2.203493;0
Subject17;EEG Fz;cD8;0.000014;0.000068;3.333190;0.000481;2.862015;0
Subject17;EEG Fz;cD7;0.000287;0.000518;0.638945;0.003666;3.433250;0
Subject17;EEG Fz;cD6;0.000702;0.002823;3.026860;0.019960;3.249161;0
Subject17;EEG Fz;cD5;0.005406;0.009679;0.583812;0.068439;3.439714;0
Subject17;EEG Fz;cD4;0.051761;0.107396;6.620128;0.759401;3.235017;0
Subject17;EEG Fz;cD3;0.199794;1.406242;29.809808;9.943632;2.706359;0
Subject17;EEG Fz;cD2;44.057553;134.321358;39.107809;949.795428;3.075482;0
Subject17;EEG Fz;cD1;3744.684914;38622.935079;43.707740;273105.393035;2.160442;0
Subject17;EEG Cz;cA8;0.000008;0.000065;36.066904;0.000459;2.271421;0
Subject17;EEG Cz;cD8;0.000025;0.000049;1.698391;0.000345;3.282212;0
Subject17;EEG Cz;cD7;0.000064;0.000266;2.186696;0.001879;3.164885;0
Subject17;EEG Cz;cD6;0.000404;0.001550;-0.334343;0.010961;3.263216;0
Subject17;EEG Cz;cD5;0.004831;0.008661;2.171288;0.061245;3.423513;0
Subject17;EEG Cz;cD4;0.044320;0.085079;5.469834;0.601600;3.369206;0
Subject17;EEG Cz;cD3;0.177849;1.203867;26.629815;8.512627;2.711654;0
Subject17;EEG Cz;cD2;29.319808;116.724100;38.849164;825.364026;3.117886;0
Subject17;EEG Cz;cD1;3245.143432;33926.884315;43.683993;239899.299638;2.086569;0
Subject17;EEG Pz;cA8;0.000000;0.000075;36.645283;0.000527;2.167734;0
Subject17;EEG Pz;cD8;0.000014;0.000063;0.612603;0.000447;3.022965;0
Subject17;EEG Pz;cD7;0.000097;0.000367;-0.509732;0.002594;3.289353;0
Subject17;EEG Pz;cD6;0.001584;0.002831;1.132930;0.020018;3.418608;0
Subject17;EEG Pz;cD5;0.003279;0.005961;0.868435;0.042152;3.384606;0
Subject17;EEG Pz;cD4;0.032068;0.062718;4.902869;0.443484;3.383067;0
Subject17;EEG Pz;cD3;0.225064;1.304204;21.767211;9.222114;2.946105;0
Subject17;EEG Pz;cD2;30.267396;97.679786;40.583607;690.700389;3.037642;0
Subject17;EEG Pz;cD1;2879.656970;30089.315070;43.793094;212763.587271;2.135708;0
Subject17;EEG A2-A1;cA8;0.000011;0.000088;37.399326;0.000625;2.395791;0
Subject17;EEG A2-A1;cD8;0.000039;0.000228;12.722008;0.001609;2.770242;0
Subject17;EEG A2-A1;cD7;0.000364;0.001407;-0.123794;0.009951;3.242609;0
Subject17;EEG A2-A1;cD6;0.002973;0.012163;2.101107;0.086007;3.244552;0
Subject17;EEG A2-A1;cD5;0.026720;0.044831;0.391750;0.317003;3.531164;0
Subject17;EEG A2-A1;cD4;0.065323;0.277294;0.679314;1.960768;3.093773;0
Subject17;EEG A2-A1;cD3;0.365334;0.864152;8.201131;6.110474;3.163592;0
Subject17;EEG A2-A1;cD2;7.725127;55.524265;39.043890;392.615846;2.771872;0
Subject17;EEG A2-A1;cD1;1152.488264;12682.608404;43.840310;89679.584054;1.977519;0
Subject18;EEG Fp1;cA8;0.000018;0.000145;35.963199;0.001026;2.419513;0
Subject18;EEG Fp1;cD8;0.000068;0.000327;3.963718;0.002314;2.926852;0
Subject18;EEG Fp1;cD7;0.001609;0.002926;-0.164191;0.020688;3.368997;0
Subject18;EEG Fp1;cD6;0.002130;0.005392;0.193642;0.038128;3.317034;0
Subject18;EEG Fp1;cD5;0.003392;0.014495;5.685020;0.102495;3.276916;0
Subject18;EEG Fp1;cD4;0.098063;0.175284;3.153876;1.239442;3.474363;0
Subject18;EEG Fp1;cD3;0.519971;2.938642;14.785350;20.779339;2.917487;0
Subject18;EEG Fp1;cD2;70.000357;207.831519;35.563847;1469.590765;3.044064;0
Subject18;EEG Fp1;cD1;5763.518860;60211.534222;43.829571;425759.841538;2.145033;0
Subject18;EEG Fp2;cA8;0.000015;0.000106;31.003922;0.000749;2.556250;0
Subject18;EEG Fp2;cD8;0.000026;0.000137;5.222091;0.000967;2.821323;0
